id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
7166,8e-06,any,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
7225,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,10,5,0,DoS,1
7726,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,DoS,1
11811,1.534596,ospf,-,INT,18,0,2858,0,11.077834,254,0,14075.36621,0.0,0,0,90.270352,0.0,179.918469,0.0,0,0,0,0,0.0,0.0,0.0,159,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
544,5e-06,trunk-2,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,5,6,0,DoS,1
4822,3e-06,scps,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,12,5,0,DoS,1
39775,19.215225,tcp,ssh,FIN,332,354,26144,49578,35.648815,31,29,10852.22754,20582.8457,78,103,58.051069,54.432283,4138.230848,4009.26703,255,1879205616,1879526463,255,0.000757,0.000622,0.000135,79,140,0,0,1,0,8,1,1,1,0,0,0,1,1,0,Normal,0
38509,0.019413,udp,-,CON,4,2,528,104,257.559368,31,29,163189.6094,21428.93945,0,0,6.471,0.005,9.145012,0.0,0,0,0,0,0.0,0.0,0.0,132,52,0,0,6,0,4,1,1,2,0,0,0,5,6,0,Normal,0
40152,0.001079,udp,dns,CON,2,2,130,162,2780.352305,31,29,481927.7188,600556.125,0,0,0.007,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,2,1,1,1,0,0,0,1,2,0,Normal,0
33242,0.046389,tcp,ftp-data,FIN,6,8,320,1884,280.238858,31,29,46045.39844,284377.7813,1,2,9.2148,6.547714,641.371944,15.734472,255,3134139281,3149135943,255,0.000702,0.000551,0.000151,53,236,0,0,3,0,6,1,1,3,0,0,0,4,3,0,Normal,0
49143,3e-06,leaf-1,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,21,2,4,4,4,4,0,0,0,5,16,0,DoS,1
37519,0.465766,tcp,smtp,FIN,48,40,31228,3276,186.789069,31,29,525207.9375,54877.33984,14,8,9.903085,11.930359,933.849972,30.848861,255,352771052,353759162,255,0.000613,0.000479,0.000134,651,82,0,0,1,0,2,1,1,2,0,0,0,5,3,0,Normal,0
2619,8e-06,sun-nd,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,DoS,1
80073,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,4,2,2,2,1,4,0,0,0,2,4,0,Normal,0
5530,7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,9,4,0,DoS,1
27127,0.005463,udp,-,CON,4,4,568,304,1281.347264,31,29,623833.0625,333882.5,0,0,1.545,1.333,2.175769,1.878077,0,0,0,0,0.0,0.0,0.0,142,76,0,0,10,0,6,1,1,3,0,0,0,3,10,0,Normal,0
54681,1.1e-05,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,2,2,2,2,0,0,0,6,7,0,DoS,1
75672,9e-06,udp,-,INT,2,0,206,0,111111.1072,254,0,91555552.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,103,0,0,0,4,2,2,2,1,3,0,0,0,3,3,0,Normal,0
800,8e-06,wb-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,DoS,1
69058,0.695543,tcp,-,FIN,10,6,2516,268,21.565885,254,252,26051.58789,2576.404297,2,1,77.282556,117.090602,3892.171912,173.036656,255,2233680895,886809163,255,0.255456,0.109439,0.146017,252,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Normal,0
71547,0.95334,tcp,-,FIN,16,10,1244,556,26.223593,254,252,9792.938477,4204.166504,5,3,63.544468,92.782781,3310.8017,122.052484,255,2202946353,3323581598,255,0.203097,0.118277,0.08482,78,56,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
61063,0.822374,tcp,-,FIN,14,6,8732,268,23.103844,254,252,78883.82031,2179.057373,4,1,60.280151,136.583203,3730.611922,213.016594,255,4032338927,377539963,255,0.221228,0.139454,0.081774,624,45,0,0,10,1,3,1,1,2,0,0,0,2,6,0,DoS,1
72430,0.608148,tcp,-,FIN,10,6,524,268,24.66505,254,252,6209.015137,2946.651367,2,1,63.981444,104.878398,3536.720596,163.993109,255,1720857254,3275557824,255,0.195575,0.083748,0.111827,52,45,0,0,6,1,3,3,1,7,0,0,0,4,6,0,Normal,0
9865,0.551063,tcp,http,FIN,10,8,780,1558,30.849467,62,252,10191.21191,19801.72852,2,2,61.229222,77.239141,4550.961848,152.805266,255,112215282,1338369758,255,0.020508,0.009721,0.010787,78,195,1,364,3,1,1,1,1,1,0,0,1,1,1,0,DoS,1
30513,1.125797,tcp,http,FIN,14,18,1684,10168,27.536047,31,29,11113.9043,68246.75781,3,5,86.574541,66.192294,8826.355983,7731.24346,255,806170033,807167493,255,0.000665,0.000525,0.00014,120,565,1,3924,1,0,4,1,1,2,0,0,1,3,2,0,Normal,0
69590,1.387204,tcp,-,FIN,16,10,860,556,18.021862,254,252,4653.96582,2889.264893,4,3,91.876532,146.483781,5116.175714,220.793281,255,942722418,2421538909,255,0.162838,0.068842,0.093996,54,56,0,0,2,1,2,2,2,2,0,0,0,2,2,0,Normal,0
11932,2.012195,tcp,-,FIN,10,8,740,354,8.448485,254,252,2647.854492,1232.484863,2,1,213.799222,273.089437,12540.84016,430.573375,255,943557614,2433188280,255,0.219387,0.10056,0.118827,74,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0,DoS,1
11555,1.534596,ospf,-,INT,18,0,2858,0,11.077834,254,0,14075.36621,0.0,0,0,90.270352,0.0,179.918469,0.0,0,0,0,0,0.0,0.0,0.0,159,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
70603,1.086638,tcp,-,FIN,10,8,534,354,15.644585,254,252,3541.197754,2282.268799,2,1,120.722778,136.373422,6544.957959,286.063,255,1026771750,1997458692,255,0.198572,0.132015,0.066557,53,44,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0
8959,1e-05,sctp,-,INT,2,0,152,0,100000.0025,254,0,60800000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,76,0,0,0,1,2,1,1,1,1,0,0,0,9,1,0,DoS,1
24605,0.083865,tcp,-,FIN,54,56,3302,40550,1299.707836,31,29,309163.5313,3799058.0,7,21,1.576453,1.515273,85.302068,84.018301,255,839173897,928369900,255,0.000661,0.000521,0.00014,61,724,0,0,9,0,2,1,1,1,0,0,0,5,5,0,Normal,0
24881,0.224119,tcp,ftp-data,FIN,14,6,8928,320,84.776394,31,29,295949.9375,9530.651367,4,1,17.239923,44.691199,1574.490217,67.397312,255,513360032,739507919,255,0.000675,0.000526,0.000149,638,53,0,0,2,0,3,1,1,2,0,0,0,4,5,0,Normal,0
11339,13.293492,tcp,http,FIN,10,10,838,1578,1.429271,254,252,454.357666,855.155273,2,2,1477.054667,1462.603625,106452.4927,3107.72975,255,2314174804,1935006711,255,0.18023,0.083651,0.096579,84,158,1,319,1,1,1,1,1,1,0,0,1,2,1,0,DoS,1
80503,2e-06,tcp,-,REQ,2,0,90,0,500000.0013,254,0,180000000.0,0.0,1,0,0.002,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,6,6,2,1,1,6,0,0,0,2,6,0,Normal,0
1831,8e-06,pvp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,11,4,0,DoS,1
8160,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,DoS,1
2188,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,12,7,0,DoS,1
33712,0.00447,udp,-,CON,4,4,568,304,1565.99551,31,29,762416.125,408053.6875,0,0,1.167333,0.979,1.643082,1.379565,0,0,0,0,0.0,0.0,0.0,142,76,0,0,8,0,3,1,1,3,0,0,0,4,5,0,Normal,0
51519,0.61976,tcp,dns,FIN,10,8,504,580,27.429974,62,252,5860.333008,6557.377441,2,2,68.862222,69.71543,3405.986214,137.931391,255,1412641986,3646758803,255,0.208862,0.071867,0.136995,50,73,0,0,2,1,1,1,1,1,0,0,0,1,2,0,DoS,1
5115,1.066736,ospf,-,INT,42,0,1890,0,38.435002,254,0,13836.60059,0.0,0,0,26.017951,0.0,30.409635,0.0,0,0,0,0,0.0,0.0,0.0,45,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,DoS,1
7806,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,2,2,2,8,0,0,0,7,8,0,DoS,1
10567,0.738193,tcp,ssl,FIN,12,10,1334,2106,28.447846,254,252,13253.98731,20547.47266,3,3,67.108453,73.201555,3252.289998,114.771836,255,1343019094,2541052748,255,0.16097,0.078678,0.082292,111,211,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
23391,0.043915,tcp,-,FIN,48,50,2974,33882,2208.812488,31,29,530661.5,6048958.0,7,18,0.927617,0.886327,64.062047,62.090153,255,1220907355,1227807405,255,0.000604,0.000478,0.000126,62,678,0,0,18,0,1,1,1,1,0,0,0,4,6,0,Normal,0
4296,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,3,3,3,10,0,0,0,9,9,0,DoS,1
77682,1.412714,tcp,-,FIN,32,18,28970,936,34.68501,254,252,158928.1406,5005.967285,13,4,45.571421,80.602883,4373.896597,107.89507,255,3261466877,1073750283,255,0.089586,0.041744,0.047842,905,52,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Normal,0
6669,3e-06,chaos,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,DoS,1
28596,0.000982,udp,dns,CON,2,2,130,162,3054.989733,31,29,529531.5625,659877.8125,0,0,0.002,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,2,1,1,1,0,0,0,1,2,0,Normal,0
10497,8e-06,gre,-,INT,2,0,156,0,125000.0003,254,0,78000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,2,1,1,1,4,0,0,0,3,1,0,DoS,1
36967,0.044862,tcp,-,FIN,78,80,4550,71834,3499.621184,31,29,801034.3125,12649815.0,7,33,0.578455,0.559532,31.648482,31.7097,255,1980515570,4130428111,255,0.000809,0.000648,0.000161,58,898,0,0,7,0,5,1,1,1,0,0,0,5,6,0,Normal,0
41999,0.854414,tcp,-,FIN,10,10,608,646,22.237464,254,252,5131.001953,5449.349121,2,3,94.934889,81.551109,4919.008822,102.363375,255,2297845249,3977951481,255,0.1697,0.119644,0.050056,61,65,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
81454,0.550197,tcp,-,CON,6,2,998,86,12.722716,62,252,12097.48535,625.230591,2,1,110.0394,0.004,6296.411506,0.0,255,200751165,1068019131,255,0.428295,0.225504,0.202791,166,43,0,0,4,3,2,2,1,4,0,0,0,2,4,0,Normal,0
48951,8e-06,tcf,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,15,2,7,6,6,7,0,0,0,9,12,0,DoS,1
11706,0.236412,tcp,http,FIN,10,8,822,1756,71.908362,62,252,25041.0293,52010.89453,2,2,26.268,30.544,1367.258185,55.208,255,2234043857,270756905,255,0.051038,0.006321,0.044717,82,220,1,460,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
77963,4e-06,udp,-,INT,2,0,78,0,250000.0006,254,0,78000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,5,2,2,2,1,5,0,0,0,2,5,0,Normal,0
31348,0.018124,tcp,-,FIN,16,18,1540,1644,1820.790189,31,29,637386.9375,685499.9375,4,4,1.187267,1.10375,72.467951,2.023928,255,640488057,646335171,255,0.000604,0.00046,0.000144,96,91,0,0,8,0,10,6,1,6,0,0,0,11,8,0,Normal,0
41587,0.857165,tcp,-,CON,6,2,998,86,8.166456,62,252,7765.132812,401.322968,2,1,171.433,0.008,10688.07072,0.0,255,1734541958,54696083,255,0.747918,0.316135,0.431783,166,43,0,0,3,3,1,1,1,3,0,0,0,1,3,0,Normal,0
6122,0.220155,tcp,http,FIN,10,8,792,1030,77.218323,62,252,25909.01953,32776.90625,2,2,24.367667,29.888,1348.019541,51.140227,255,446917484,1731519482,255,0.025906,0.010929,0.014977,79,129,1,95,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
61753,0.420984,tcp,-,FIN,16,6,11322,268,49.883131,254,252,201717.875,4256.693848,5,1,22.876799,72.555602,1571.768997,91.30725,255,3619548860,226840615,255,0.095835,0.058189,0.037646,708,45,0,0,4,1,2,1,1,1,0,0,0,1,4,0,DoS,1
8204,5e-06,unas,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,10,7,0,DoS,1
1235,5e-06,hmp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,DoS,1
35210,0.001052,udp,dns,CON,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,2,1,1,1,0,0,0,1,2,0,Normal,0
8218,7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,4,4,4,9,0,0,0,13,9,0,DoS,1
66773,0.745141,tcp,-,FIN,10,6,580,268,20.130417,254,252,5604.308105,2404.913818,2,1,82.698111,129.579203,4979.679385,233.112094,255,533744711,2820708591,255,0.159418,0.09724,0.062178,58,45,0,0,8,1,3,2,2,8,0,0,0,2,10,0,Normal,0
65027,0.746085,sctp,-,CON,4,2,632,496,6.701649,254,60,5082.530762,2659.214355,0,0,248.695,0.006,351.701469,0.0,0,0,0,0,0.0,0.0,0.0,158,248,0,0,3,3,3,2,2,2,0,0,0,2,3,0,DoS,1
64933,0.746085,sctp,-,CON,4,2,632,496,6.701649,254,60,5082.530762,2659.214355,0,0,248.695,0.006,351.701469,0.0,0,0,0,0,0.0,0.0,0.0,158,248,0,0,3,3,3,2,2,2,0,0,0,2,3,0,DoS,1
3024,2e-06,snp,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,2,5,0,DoS,1
29826,0.004597,udp,-,CON,4,4,568,304,1522.732268,31,29,741353.0625,396780.5313,0,0,1.206333,1.055667,1.702477,1.480918,0,0,0,0,0.0,0.0,0.0,142,76,0,0,13,0,7,1,1,3,0,0,0,3,9,0,Normal,0
37318,0.001038,udp,dns,CON,2,2,146,178,2890.173445,31,29,562620.4375,685934.5,0,0,0.001,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,5,2,1,2,0,0,0,3,4,0,Normal,0
62308,7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,2,2,2,2,0,0,0,2,12,0,DoS,1
26311,1.387652,tcp,ftp,FIN,52,54,2934,3742,75.667384,31,29,16592.05664,21175.33789,11,15,27.202549,26.172963,2045.79921,63.749488,255,2247878642,155730554,255,0.00061,0.000481,0.000129,56,69,0,0,1,0,2,1,1,2,1,1,0,3,1,0,Normal,0
68668,0.700467,tcp,-,FIN,10,8,2516,354,24.269523,254,252,25868.45703,3540.495117,2,1,76.076889,93.626859,4961.788102,136.593953,255,2581442779,3091775061,255,0.134054,0.045076,0.088978,252,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
55601,1.9e-05,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,4,4,4,4,0,0,0,11,10,0,DoS,1
6050,8e-06,tlsp,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
6211,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,DoS,1
3269,7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,4,4,4,9,0,0,0,13,9,0,DoS,1
7156,5e-06,wb-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,DoS,1
34762,0.03588,tcp,-,FIN,72,74,4238,63878,4041.248674,31,29,931995.5625,14050167.0,7,30,0.487704,0.488583,24.944317,26.67527,255,261395232,2411344602,255,0.000831,0.000691,0.00014,59,863,0,0,3,0,1,1,1,1,0,0,0,2,2,0,Normal,0
34645,0.001095,udp,dns,CON,2,2,132,164,2739.726138,31,29,482191.8125,599086.8125,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,0,1,1,1,1,0,0,0,9,3,0,Normal,0
66137,18.150068,tcp,-,REQ,4,0,180,0,0.165289,254,0,59.50391,0.0,3,0,6050.0225,0.0,8556.013,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,13,6,7,2,2,11,0,0,0,6,12,0,Normal,0
43470,1e-05,udp,-,INT,2,0,78,0,100000.0025,254,0,31200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,23,2,9,9,1,23,0,0,0,9,23,0,Normal,0
77399,0.729515,tcp,ftp,FIN,12,12,586,682,31.527795,254,252,5899.810059,6864.834473,3,4,66.319544,59.246547,3770.53567,103.172305,255,3311356990,1352059188,255,0.122237,0.060596,0.061641,49,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0
23874,0.124001,tcp,-,FIN,84,84,4862,80542,1346.763372,31,29,309997.5,5134410.5,7,36,1.489783,1.48747,105.374586,107.454509,255,329039342,354082942,255,0.000689,0.000536,0.000153,58,959,0,0,9,0,3,1,1,1,0,0,0,5,11,0,Normal,0
5478,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,3,3,3,10,0,0,0,12,9,0,DoS,1
45644,0.261193,tcp,-,FIN,10,6,524,268,57.428796,254,252,14456.74219,6860.82666,2,1,27.184889,44.884801,1399.325211,65.214633,255,115755918,1378349394,255,0.097577,0.036758,0.060819,52,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1
11413,0.601293,tcp,-,FIN,10,8,496,354,28.272405,254,252,5947.183594,4124.444824,2,1,66.810333,79.669,4252.694213,129.375039,255,2594956180,3218059044,255,0.12558,0.042984,0.082596,50,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,DoS,1
58525,3.5e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,DoS,1
79485,0.925464,tcp,-,FIN,10,8,546,354,18.369165,254,252,4253.001953,2679.737061,2,1,95.673556,110.528859,4999.776755,190.756203,255,4216336721,3148036155,255,0.231106,0.151753,0.079353,55,44,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0
56481,1e-06,rsvp,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,DoS,1
7311,1e-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,2,2,2,2,0,0,0,11,2,0,DoS,1
33901,0.018663,tcp,-,FIN,16,18,1540,1644,1768.204439,31,29,618978.6875,665702.1875,4,4,1.223267,1.070765,74.397222,2.288824,255,1041009217,1045189591,255,0.000589,0.000457,0.000132,96,91,0,0,10,0,10,6,1,9,0,0,0,17,9,0,Normal,0
30421,4.826544,tcp,ftp-data,FIN,14,6,8928,320,3.936564,31,29,13742.33887,442.552704,4,1,371.27262,965.186812,33697.59759,1422.655625,255,2994312376,3486875380,255,0.000622,0.00048,0.000142,638,53,0,0,1,0,7,1,1,7,0,0,0,10,1,0,Normal,0
4113,5e-06,ifmp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,DoS,1
60867,9.63313,ospf,-,INT,42,0,2688,0,4.256145,254,0,2179.14624,0.0,0,0,234.954391,0.0,267.166625,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,DoS,1
7594,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0,DoS,1
35272,0.223594,tcp,ftp-data,FIN,8,12,424,8824,84.975448,31,29,13274.05957,289417.4375,1,4,31.891285,20.282273,2169.459614,1726.197572,255,2299304632,2609415955,255,0.000638,0.000482,0.000156,53,735,0,0,4,0,5,1,1,4,0,0,0,6,3,0,Normal,0
67466,0.779283,tcp,-,FIN,34,12,34210,526,57.74539,254,252,340867.1875,4958.404297,14,1,23.151576,64.442273,2202.002099,89.385227,255,3440867612,211084497,255,0.129111,0.070415,0.058696,1006,44,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Normal,0
2241,2e-06,ipv6,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,DoS,1
6353,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,5,5,5,9,0,0,0,15,9,0,DoS,1
39405,0.091951,tcp,-,FIN,76,80,4446,71834,1685.680459,31,29,381768.5625,6171722.0,7,33,1.221307,1.156228,76.385185,73.67099,255,3888482293,1744012955,255,0.00092,0.000599,0.000321,59,898,0,0,4,0,5,1,1,1,0,0,0,3,6,0,Normal,0
60220,1.09445,tcp,-,FIN,10,8,804,1060,15.532916,62,252,5292.155762,6783.315918,2,2,121.589556,140.103281,6278.511422,272.156719,255,1307533378,4255880380,255,0.325674,0.113717,0.211957,80,133,0,0,2,1,1,1,1,1,0,0,0,5,1,0,DoS,1
78457,0.383427,tcp,-,FIN,10,6,616,268,39.120876,254,252,11579.7793,4673.640625,2,1,40.284222,64.151602,2010.336626,88.464328,255,4172239448,3067442487,255,0.133343,0.06266,0.070683,62,45,0,0,12,1,1,2,1,6,0,0,0,4,6,0,Normal,0
2657,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,DoS,1
6171,8e-06,sat-expak,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,DoS,1
73100,1.408341,tcp,ftp,FIN,12,12,634,682,16.331271,254,252,3306.017334,3555.956787,3,4,128.016631,114.137453,7068.664575,156.97525,255,297056943,883866712,255,0.224751,0.152827,0.071924,53,57,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Normal,0
78766,1e-05,udp,-,INT,2,0,104,0,100000.0025,254,0,41600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,1,1,3,0,0,0,1,4,0,Normal,0
