dur,proto,sbytes,dbytes,rate,sload,dload,sinpkt,dinpkt,sjit,djit,stcpb,dtcpb,tcprtt,ackdat,smean,dmean,response_body_len,label
0.015661,111,2766,24004,5682.906822,1381265.625,11995659.0,0.355837,0.336222,0.0,19.087726,1062672180,3220938650,0.000671,0.000144,63,522,0,0
6e-06,118,200,0,166666.6608,133333328.0,0.0,0.006,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
5e-06,63,200,0,200000.0051,160000000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
4e-06,117,826,0,250000.0006,826000000.0,0.0,0.004,0.0,0.0,0.0,0,0,0.0,0.0,413,0,0,0
8e-06,122,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
1.137339,111,1010,3330,30.773587,6710.400391,22121.8125,66.902294,65.126766,3255.996868,75.450391,4107290715,512721026,0.069678,0.040323,56,185,0,1
0.035647,111,2854,30622,2608.915114,626588.5,6729318.0,0.784689,0.746043,54.646599,53.970088,2699246174,569921748,0.000713,0.000134,62,638,0,0
3e-06,118,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.028967,111,37178,3380,3210.549876,10070494.0,911381.875,0.560725,0.693732,33.331552,1.383933,1735579974,1737052687,0.000658,0.000135,715,80,0,0
1.004634,111,1580,10168,28.866233,11538.53027,76477.60156,91.299,59.062767,9528.10752,7674.29844,3797897415,1653586336,0.000717,0.000154,132,565,0,0
5e-06,103,200,0,200000.0051,160000000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
9e-06,111,90,0,111111.1072,40000000.0,0.0,0.009,0.0,0.0,0.0,0,0,0.0,0.0,45,0,0,0
1.791973,111,782,682,15.067191,3276.835205,2794.685059,119.456802,153.775453,6556.375129,196.979609,2026806811,749223846,0.224086,0.123651,49,57,0,0
0.004802,111,424,8824,3956.684898,618075.8125,13476052.0,0.641,0.391273,40.285971,20.601831,2300316637,161869863,0.000612,0.000121,53,735,0,0
6e-06,118,200,0,166666.6608,133333328.0,0.0,0.006,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
5e-06,117,78,0,200000.0051,62400000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,39,0,0,0
3e-06,39,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
8e-06,93,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.739106,111,1702,354,23.00076,16582.19531,3355.405029,79.750889,95.927711,5033.43732,147.485109,1727533115,890331862,0.145934,0.078329,170,44,0,1
8e-06,53,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.921987,77,1280,0,20.607666,10551.125,0.0,48.525633,0.0,52.253805,0.0,0,0,0.0,0.0,64,0,0,1
3e-06,32,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.035513,111,3614,49590,3407.203121,800608.25,10991130.0,0.606776,0.572836,32.659516,31.977706,4232724707,4252454171,0.001513,0.000948,60,800,0,0
0.206583,111,1540,1644,159.742094,55919.41406,60140.47656,13.747867,12.122471,1088.894834,24.153949,962935549,3122434437,0.000623,0.000124,96,91,0,0
5e-06,118,200,0,200000.0051,160000000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.001004,117,130,162,2988.047923,517928.3125,645418.375,0.011,0.001,0.0,0.0,0,0,0.0,0.0,65,81,0,0
0.767037,111,38260,440,58.667315,387965.6563,4130.179199,21.915343,76.104336,2022.921234,112.188656,1800791535,1491536162,0.139943,0.081783,1063,44,0,1
0.221489,111,1112,268,67.723454,36155.29297,8090.695312,23.812,37.018,1203.651514,57.547145,2292796798,1486338575,0.059571,0.023189,111,45,0,1
5.610605,111,24640,1094788,230.812908,35053.61719,1559208.75,12.838174,6.546216,6324.226338,4535.57932,1387155275,3536227675,0.000627,0.000133,56,1276,0,0
0.001767,117,520,304,3961.516806,1765704.625,1032258.063,0.450667,0.217,0.630975,0.299119,0,0,0.0,0.0,130,76,0,0
1.534596,77,2858,0,11.077834,14075.36621,0.0,90.270352,0.0,179.918469,0.0,0,0,0.0,0.0,159,0,0,1
0.074114,111,3614,49342,1632.619967,383625.2188,5240251.5,1.250119,1.204869,75.334838,73.877238,1182895610,3332778228,0.000791,0.000183,60,796,0,0
0.1816,111,744,268,82.599117,29515.41797,9867.84082,18.391778,33.233398,1124.1663,53.522113,2273773899,3823538856,0.028084,0.012659,74,45,0,1
9e-06,118,200,0,111111.1072,88888888.0,0.0,0.009,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.670994,111,772,268,22.354895,8286.214844,2670.664795,71.279444,117.877602,3793.244344,180.538516,505282811,2572857913,0.116873,0.03527,77,45,0,0
59.405674,77,19040,0,1.161505,2527.435303,0.0,874.671563,0.0,1011.991125,0.0,0,0,0.0,0.0,272,0,0,1
0.09111,117,528,304,76.830206,34771.15625,20019.75586,25.349,14.941,35.833344,21.124814,0,0,0.0,0.0,132,76,0,0
5e-06,117,104,0,200000.0051,83200000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,52,0,0,0
59.995304,111,324480,16340,17.58471,43203.38281,2173.103516,89.158479,158.619234,4538.320719,171.409219,2264049065,463094449,0.12066,0.040288,480,43,0,1
1.06236,111,7814,14840,232.501213,58360.62891,110870.1328,8.776819,8.49444,588.591085,578.518471,2518419864,2523633725,0.000705,0.000155,64,118,0,0
1.6e-05,111,86,0,62500.00016,21500000.0,0.0,0.016,0.0,0.0,0.0,1337702645,0,0.0,0.0,43,0,0,0
1.1e-05,118,200,0,100000.0025,80000000.0,0.0,0.01,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.001755,117,520,304,3988.604044,1777777.75,1039316.25,0.454667,0.227667,0.635218,0.314197,0,0,0.0,0.0,130,76,0,0
0.759107,111,534,354,22.394735,5069.114258,3266.996582,79.589444,100.549711,5615.095666,177.055203,910188996,868316125,0.127772,0.07252,53,44,0,0
1.034003,111,8928,320,18.375188,64146.81641,2065.758057,79.538695,206.666203,6405.515199,254.035703,803589695,3812368782,0.000707,0.000164,638,53,0,0
0.032133,111,7814,14682,7686.801292,1929480.5,3626427.5,0.262694,0.250472,16.417897,14.211127,2576065151,2577107362,0.000996,0.000176,64,117,0,0
0.222121,111,762,1040,76.534862,24707.25391,32774.92969,24.680111,29.984857,1342.651925,54.461871,962870064,1220887839,0.053878,0.046838,76,130,117,1
3e-06,117,104,0,333333.3215,138666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,52,0,0,0
3e-06,88,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.887049,111,900,1730,21.419335,7305.120605,14042.06543,98.464556,89.331445,5483.972113,166.311156,2479547857,2860774183,0.187098,0.10404,90,173,421,1
0.017158,111,2438,20718,4487.702582,1106888.875,9418813.0,0.455027,0.423282,35.084694,33.560727,1439170119,3589092663,0.000776,0.000137,64,518,0,0
0.4017,111,364,268,32.36246,6353.0,4461.040527,57.385714,69.231,3605.723843,132.513563,3550819412,2885196489,0.095061,0.04746,46,45,0,1
1.893901,111,2062,354,8.976182,7839.902832,1309.466553,203.541111,248.938141,11272.4654,417.828875,3587396083,4090619310,0.353714,0.202386,206,44,0,0
0.81454,111,740,268,18.415301,6541.115234,2200.014648,78.725333,147.591203,4168.492433,207.352125,1832395414,2502077197,0.182386,0.105811,74,45,0,1
8e-06,117,104,0,125000.0003,52000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,52,0,0,0
0.001001,117,132,164,2997.002832,527472.5,655344.625,0.002,0.003,0.0,0.0,0,0,0.0,0.0,66,82,0,0
1.32267,111,824,1426,12.85279,4487.89209,7548.368164,146.880111,182.466859,9834.445067,392.826594,1976933786,4186656066,0.105189,0.059798,82,178,0,1
0.001069,117,146,178,2806.361109,546304.9375,666043.0625,0.012,0.013,0.0,0.0,0,0,0.0,0.0,73,89,0,0
9e-06,95,104,0,111111.1072,46222220.0,0.0,0.009,0.0,0.0,0.0,0,0,0.0,0.0,52,0,0,1
9e-06,117,2634,0,111111.1072,1170666624.0,0.0,0.009,0.0,0.0,0.0,0,0,0.0,0.0,1317,0,0,1
0.513607,111,534,268,29.205208,7492.109375,3489.048828,56.967222,86.095398,2929.225138,120.499094,1838097283,1864606130,0.13536,0.052236,53,45,0,0
0.0,6,46,0,0.0,0.0,0.0,60000.74,0.0,10.954519,0.0,0,0,0.0,0.0,46,0,0,0
1e-05,75,200,0,100000.0025,80000000.0,0.0,0.01,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
4e-06,117,1064,0,250000.0006,1064000000.0,0.0,0.004,0.0,0.0,0.0,0,0,0.0,0.0,532,0,0,0
0.0,6,46,0,0.0,0.0,0.0,60000.704,0.0,15.492024,0.0,0,0,0.0,0.0,46,0,0,0
0.018626,111,1540,1644,1771.716885,620208.3125,667024.5625,1.220533,1.063353,73.641878,2.2517,2330329912,185059818,0.000672,0.000127,96,91,0,0
9e-06,118,200,0,111111.1072,88888888.0,0.0,0.009,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.75887,111,37268,3380,122.550634,385330.8125,34788.56641,14.872764,18.497951,1278.947775,42.08125,553653145,595989422,0.00058,0.00013,717,80,0,0
1.1e-05,118,200,0,90909.0902,72727272.0,0.0,0.011,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
4e-06,128,200,0,200000.0051,160000000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.015877,111,2854,30622,5857.530083,1406815.0,15108649.0,0.345822,0.333217,19.729915,19.485241,1036235776,3192143969,0.000676,0.00013,62,638,0,0
3e-06,88,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
1.011714,111,1684,10168,30.641071,12367.13184,75942.41406,77.797613,59.483765,8775.115714,7683.728914,2498206171,351257094,0.000607,0.000124,120,565,3924,0
7.312841,77,10880,0,5.333085,11604.79199,0.0,187.50875,0.0,215.203906,0.0,0,0,0.0,0.0,272,0,0,1
9.955144,111,180,0,0.301352,108.486626,0.0,3318.38125,0.0,4692.8885,0.0,0,0,0.0,0.0,45,0,0,0
0.492698,111,1780,354,34.503894,26011.87695,5033.509277,54.744222,61.671285,3465.141806,105.695672,105023059,1466744240,0.111999,0.052042,178,44,0,0
0.016835,111,2854,30622,5524.205404,1326759.75,14248886.0,0.367467,0.346894,0.0,20.176365,3544203139,3558870954,0.000683,0.000155,62,638,0,0
9e-06,95,104,0,111111.1072,46222220.0,0.0,0.009,0.0,0.0,0.0,0,0,0.0,0.0,52,0,0,1
0.506026,111,5848,422,37.547476,84754.53125,5849.501465,43.029819,66.748289,2766.56241,85.065742,4001068621,14764594,0.078117,0.039338,487,53,0,1
0.015908,111,2334,16290,4588.886347,1141564.0,7976867.5,0.444629,0.410676,29.375322,28.207936,2914832302,765594629,0.000866,0.000164,65,429,0,0
0.468135,111,586,268,32.042039,9023.038086,3827.955566,46.053444,80.979602,2608.47755,114.832273,584197435,2799136908,0.090795,0.027561,59,45,0,0
0.648369,111,1354,268,23.134974,15040.81738,2763.858154,65.808889,111.670602,3351.086864,165.485172,2965209487,2310038301,0.179581,0.089573,135,45,0,1
4e-06,118,200,0,250000.0006,200000000.0,0.0,0.004,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.563521,111,808,1192,30.167463,10335.01758,14806.90137,62.613444,62.126285,3106.569548,102.988531,3276065651,221780318,0.171692,0.073118,81,149,189,0
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
23.255651,111,450,0,0.387003,139.320969,0.0,2583.96125,0.0,5897.124,0.0,0,0,0.0,0.0,45,0,0,0
6e-06,95,78,0,166666.6608,52000000.0,0.0,0.006,0.0,0.0,0.0,0,0,0.0,0.0,39,0,0,1
0.0,6,46,0,0.0,0.0,0.0,60000.768,0.0,0.0,0.0,0,0,0.0,0.0,46,0,0,0
4e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
3e-06,118,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.001016,117,130,162,2952.755752,511811.0,637795.25,0.011,0.002,0.0,0.0,0,0,0.0,0.0,65,81,0,0
0.001087,117,146,178,2759.889575,537258.5,655013.8125,0.011,0.008,0.0,0.0,0,0,0.0,0.0,73,89,0,0
0.001086,117,146,178,2762.430929,537753.25,655616.9375,0.007,0.009,0.0,0.0,0,0,0.0,0.0,73,89,0,0
0.0,6,46,0,0.0,0.0,0.0,60000.668,0.0,0.0,0.0,0,0,0.0,0.0,46,0,0,0
3e-06,85,180,0,333333.3215,239999984.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,90,0,0,1
0.161893,117,112,284,18.530759,2767.26001,7016.980469,0.011,0.008,0.0,0.0,0,0,0.0,0.0,56,142,0,1
4e-06,118,200,0,250000.0006,200000000.0,0.0,0.004,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
6e-06,118,200,0,166666.6608,133333328.0,0.0,0.006,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
9e-06,117,104,0,111111.1072,46222220.0,0.0,0.009,0.0,0.0,0.0,0,0,0.0,0.0,52,0,0,0
0.616422,111,514,268,24.333979,6008.870605,2907.099365,68.474889,110.673203,3457.879267,183.822719,4167519928,2284931824,0.145586,0.082534,51,45,0,0
11.821649,111,18769,2110,5.160025,12367.81836,1369.013794,319.476972,508.067437,38158.98623,1416.536375,2767316459,1833550189,0.23267,0.096579,494,88,0,1
0.088216,111,448,426,147.365558,33916.75,33826.0625,17.581,3.080143,34.905523,7.24771,2380183285,268673743,0.0,0.0,75,53,0,0
2.148531,111,3307,1796,19.082806,11755.00879,6355.970703,102.310997,107.486477,5312.290604,139.571828,3523671934,343485487,0.11672,0.047351,150,90,0,1
0.046488,111,320,1828,279.642069,45947.34375,275339.875,9.2288,6.562571,642.000285,15.689196,3019511575,3030979502,0.00073,0.000183,53,229,0,0
3e-06,110,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
1.178236,111,718,354,14.428349,4393.007812,2104.841553,128.710889,158.419859,7302.71164,281.469531,1207151439,1664930620,0.149515,0.080228,72,44,0,0
3e-06,118,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.44353,111,822,2482,38.328862,13347.46289,39176.60547,49.281111,54.123715,2774.217078,82.913711,1423123141,1372733367,0.132617,0.082992,82,310,0,1
7e-06,111,90,0,142857.1409,51428572.0,0.0,0.007,0.0,0.0,0.0,0,0,0.0,0.0,45,0,0,0
9e-06,118,200,0,111111.1072,88888888.0,0.0,0.009,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
1.006613,111,1580,10168,28.809482,11515.8457,76327.25,91.382182,59.185115,9530.57489,7675.121039,1865287999,4011843461,0.000587,0.000125,132,565,3924,0
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
1.806966,111,860,1418,10.514863,3426.738525,5653.675781,200.774,188.669,13548.53453,293.330594,1161761229,2505997200,0.260246,0.152141,86,142,245,0
0.014578,111,1540,1644,2263.68505,792426.9375,852243.125,0.950267,0.773588,62.341446,1.423047,186300403,193001540,0.001555,0.000131,96,91,0,0
4e-06,117,1152,0,250000.0006,1152000000.0,0.0,0.004,0.0,0.0,0.0,0,0,0.0,0.0,576,0,0,1
0.023677,111,2334,16290,3083.160772,766989.0625,5359462.5,0.666143,0.62527,48.13249,43.146651,3315538567,1170415759,0.000676,0.000135,65,429,0,0
0.159255,117,568,312,43.954664,21399.64258,11754.7334,42.371,47.944332,59.909621,67.786555,0,0,0.0,0.0,142,78,0,0
0.348437,111,18910,354,83.228816,414445.0625,7117.498535,15.858571,45.612715,1316.261532,77.535047,1245367902,3968476486,0.059338,0.030216,860,44,0,1
9e-06,118,200,0,111111.1072,88888888.0,0.0,0.009,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
59.478535,77,21760,0,1.32821,2890.185547,0.0,752.892875,0.0,1035.923438,0.0,0,0,0.0,0.0,272,0,0,1
0.169691,117,2132,1512,29.465323,75384.08594,35641.25391,56.563668,0.005,79.956336,0.0,0,0,0.0,0.0,533,756,0,1
1.408271,111,3474,3168,34.794441,18979.30273,17246.68164,56.330841,59.637219,2918.469919,77.626102,2724308401,2998236088,0.069996,0.045853,134,132,0,1
0.86462,111,788,7586,26.601282,6569.360352,65184.70703,96.068889,61.617997,6553.75403,0.0,1258724847,2936818285,0.143774,0.080777,79,542,0,1
0.85544,111,6830,268,22.210792,59319.17969,2094.828369,65.803077,152.175203,3920.640272,249.927297,1509363464,228594334,0.21997,0.126056,488,45,0,0
1.068025,111,846,678,23.407692,5887.502441,4659.066895,82.093231,90.145453,4316.716735,124.245555,2204576769,2484857757,0.127516,0.051092,60,57,0,0
0.81683,111,1540,1644,40.400084,14142.47754,15210.01953,54.433601,48.014117,3356.449438,99.093172,3520969793,3579491569,0.000739,0.00016,96,91,0,0
3.902111,111,1467,21692,14.607478,2909.19458,42885.50391,134.555556,140.688328,6650.486857,201.098656,2848540781,2999787261,0.192301,0.089431,49,775,0,1
1e-06,118,200,0,1000000.003,800000000.0,0.0,0.001,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.019875,111,2766,24004,4477.987579,1088402.5,9452277.0,0.45486,0.431022,29.987208,29.284314,2791865988,650925760,0.000607,0.000131,63,522,0,0
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.956042,111,2516,354,17.781646,18953.14258,2594.02832,101.862111,122.325,5932.856166,189.698781,4277995684,2065388783,0.268183,0.168419,252,44,0,0
0.607239,111,2516,268,24.70197,29839.98047,2951.062012,61.710778,105.059398,3358.806846,166.567625,4223901152,2247603241,0.12439,0.042457,252,45,0,0
5e-06,118,200,0,200000.0051,160000000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.00988,111,2334,16290,7388.664122,1838056.75,12843725.0,0.273429,0.26,0.0,16.413758,80608995,2230434758,0.000648,0.000132,65,429,0,0
0.628781,111,632,354,27.036439,7239.404297,3944.139404,65.723778,78.300141,4635.089853,129.602391,3649180858,372387772,0.122556,0.041877,63,44,0,0
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.012829,111,2766,24004,6937.407366,1686179.75,14643698.0,0.290581,0.272933,17.285456,16.348838,1970418343,1976714631,0.000694,0.000154,63,522,0,0
0.661784,111,972,2580,58.931616,11169.80762,29629.00391,34.830736,33.696156,1641.23839,39.837668,3901710046,1493595246,0.072498,0.051666,49,129,0,1
3e-06,85,180,0,333333.3215,239999984.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,90,0,0,1
1.661013,111,936,1296,11.438803,4060.172852,5620.666504,184.543333,177.430219,12017.90487,296.670344,2436613748,2955468067,0.128164,0.064029,94,130,189,1
7e-06,118,200,0,142857.1409,114285712.0,0.0,0.007,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
1.9e-05,117,510,0,52631.58129,107368424.0,0.0,0.019,0.0,0.0,0.0,0,0,0.0,0.0,255,0,0,1
6e-06,118,200,0,166666.6608,133333328.0,0.0,0.006,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
2.120262,111,918,354,8.017877,3120.369141,1169.66687,235.584667,293.323844,15862.25724,437.942687,4123568124,2128429899,0.179909,0.113694,92,44,0,0
2.310208,111,1874,764,11.687259,6028.894043,2458.653076,177.708308,171.011609,11423.11891,269.007875,3661033430,1422546347,0.142865,0.056131,134,55,0,0
1.0093,111,3904,3080,54.493213,29755.27539,23604.47852,40.359441,34.783551,3108.82969,67.799039,1520283973,4084496843,0.000704,0.000131,150,103,0,0
0.84649,111,1436,354,20.08293,12219.87207,2929.745117,94.054444,107.600859,6088.167681,162.053219,1914476315,717843424,0.221201,0.128598,144,44,0,1
0.510191,111,588,268,29.400752,8310.612305,3512.409912,53.545,85.413,2739.789635,129.608859,1596663766,3615178443,0.1533,0.070183,59,45,0,0
0.836989,111,832,1072,20.3109,7158.995117,8965.470703,92.888111,108.702859,5070.443339,177.935047,1766421294,3964020279,0.116655,0.040595,83,134,128,0
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.178962,111,848,268,83.816673,34152.5,10013.29883,19.884667,31.8824,1023.814941,60.614742,3606400361,412658457,0.063676,0.050022,85,45,0,1
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
5e-06,104,200,0,200000.0051,160000000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
2.516263,111,330803,1816,119.621836,1047683.813,5636.930664,9.63978,59.959293,1120.856734,75.453195,421074346,4104049584,0.131379,0.073456,1272,43,0,1
1.313803,111,618,354,12.939535,3391.680664,1887.649902,10133.75633,11406.426,948003.9686,29764.788,32945086,84706495,0.153751,0.086914,62,44,0,0
0.004214,111,1040,824,4034.17185,1727574.75,1408637.875,0.549286,0.407,35.262519,0.753571,2563549995,419249304,0.000682,0.000136,130,82,83,0
0.012,111,2334,16290,6083.33328,1513333.375,10574667.0,0.333571,0.314861,22.67523,22.181848,1125641377,3275556655,0.000816,0.000162,65,429,0,0
0.046231,111,320,1828,281.19659,46202.76172,276870.5,9.1824,6.533571,640.237965,15.693315,1397414966,1544432160,0.000623,0.000133,53,229,0,0
0.339026,111,594,268,44.244394,12624.40039,5285.730469,37.566778,54.450801,2006.755491,77.998711,4146504343,672684532,0.130818,0.064049,59,45,0,0
0.504283,111,534,268,29.745202,7630.635742,3553.560059,6970.1125,11621.684,692238.5903,25799.194,1807414597,2670888470,0.139367,0.059269,53,45,0,0
0.998457,111,2048,678,25.038634,15239.51465,4983.689941,83.20475,84.117727,99.772992,107.106664,3577599929,2968082760,0.14528,0.072912,146,57,0,0
0.047119,111,37178,3276,1931.280414,6190963.5,542456.375,0.915922,1.195077,58.922511,2.947315,2686135858,542403076,0.000642,0.000138,715,82,0,0
8e-06,118,200,0,125000.0003,100000000.0,0.0,0.008,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
2.823146,111,1308,1656,6.73008,3397.62793,4106.057617,256.649625,391.488281,21192.12623,883.177125,1223320966,707863834,0.193077,0.111155,109,207,401,1
0.647834,111,840,1364,26.24129,9335.724609,14744.51758,71.981556,72.128711,3707.26657,107.751859,2849244540,505310723,0.235127,0.093026,84,171,261,0
1e-06,57,200,0,200000.0051,160000000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
9e-06,118,200,0,111111.1072,88888888.0,0.0,0.009,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
1e-06,118,200,0,1000000.003,800000000.0,0.0,0.001,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.441758,111,534,268,33.955242,8710.651367,4056.519531,45.505556,81.048398,2436.477727,126.355937,3003166456,2795167778,0.082001,0.045494,53,45,0,0
0.919186,111,1012,86,7.615434,7345.629883,374.244171,183.8372,0.001,9190.170227,0.0,2544624674,2967341967,0.455578,0.298738,169,43,0,0
0.302971,111,814,1208,56.11098,19354.98828,27910.26172,33.663444,41.639855,1689.507381,59.011,3002344649,2150755420,0.061758,0.051075,81,151,197,1
59.922993,111,315088,16426,18.9076,42009.78516,2187.207275,79.977383,157.480141,3834.993254,164.064219,380913035,930012124,0.072579,0.043755,419,43,0,1
0.900584,111,610,354,18.87664,4876.835449,2753.768799,97.026556,116.512,6909.784935,150.930953,3412903187,4183815150,0.125317,0.040321,61,44,0,0
7e-06,118,200,0,142857.1409,114285712.0,0.0,0.007,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.598843,111,534,268,25.048302,6425.724609,2992.437256,66.439,105.146203,3606.387485,159.035812,382439037,1986363443,0.131664,0.058557,53,45,0,0
5e-06,118,200,0,200000.0051,160000000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.559224,111,5070,268,30.399267,66492.14063,3204.44043,46.944454,97.593602,2665.126683,147.082609,2109079087,731026485,0.183865,0.112612,423,45,0,0
3e-06,117,104,0,333333.3215,138666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,52,0,0,0
3e-06,69,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
3e-06,38,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.474462,111,364,268,27.399454,5378.723633,3776.909424,67.780288,85.380203,4180.227894,148.380234,1429779555,2965817294,0.092402,0.045799,46,45,0,1
0.500549,111,96,182,9.989032,767.157654,2189.595703,0.004,143.042328,0.0,202.287453,1131796587,3594767646,0.071418,0.0,48,46,0,1
0.646624,111,534,268,23.197406,5950.907715,2771.31665,70.333778,103.469,3726.153333,174.051641,2413449835,948101686,0.232461,0.103192,53,45,0,0
5e-06,124,200,0,200000.0051,160000000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.655828,111,524,268,22.871851,5757.607422,2732.423828,69.521556,107.342,3790.049253,175.237625,3798641223,2061259857,0.212278,0.093163,52,45,0,0
3e-06,75,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
5e-06,115,200,0,200000.0051,160000000.0,0.0,0.005,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
0.395431,111,800,11608,58.164381,14566.38379,218070.9063,43.936778,28.556768,2826.148174,2687.301809,3399057148,356717696,0.041523,0.018104,80,829,0,1
0.001088,117,146,178,2757.352893,536764.6875,654411.75,0.011,0.011,0.0,0.0,0,0,0.0,0.0,73,89,0,0
3e-06,118,200,0,333333.3215,266666656.0,0.0,0.003,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
6e-06,118,200,0,166666.6608,133333328.0,0.0,0.006,0.0,0.0,0.0,0,0,0.0,0.0,100,0,0,1
4.459293,111,6776,688,6.054772,11397.32227,1132.018066,314.163422,397.635625,27515.45154,874.996188,1868701269,4016595711,0.210612,0.12532,424,57,0,1
0.566404,111,534,354,30.013913,6793.737305,4378.500488,60.249,69.597859,3996.202418,109.339938,243653314,781340381,0.105534,0.026319,53,44,0,0
0.000987,117,130,162,3039.513836,526849.0625,656535.0,0.012,0.003,0.0,0.0,0,0,0.0,0.0,65,81,0,0
