dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
0.013928,111,0,1,44,46,2766,24004,6390.005797,31,29,1553130.375,13488225.0,7,16,0.316233,0.297422,18.983703,18.475129,255,1053128616,1058811509,255,0.00069,0.000541,0.000149,63,522,0,0,14,0,3,1,1,1,0,0,0,2,6,0,0
0.498068,111,0,0,6,2,998,86,14.054306,62,252,13363.63672,690.668762,2,1,99.6136,0.007,5495.128223,0.0,255,3532477804,232082466,255,0.365218,0.083063,0.282155,166,43,0,0,6,3,3,3,1,6,0,0,0,3,6,0,0
8e-06,83,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,1
0.300213,111,4,1,14,6,8928,320,63.288397,31,29,220936.4688,7114.948242,4,1,23.093308,59.907,1874.548678,75.103367,255,659177457,1276592398,255,0.000703,0.000546,0.000157,638,53,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0
1.02504,111,5,1,10,10,794,1398,18.535861,62,252,5580.27002,9825.958008,2,2,113.893333,100.611,6198.658175,240.470484,255,2244918902,1478153721,255,0.145249,0.071052,0.074197,79,140,1,254,1,1,1,1,1,1,0,0,1,1,1,0,0
0.693691,111,5,1,10,8,830,1104,24.506588,62,252,8614.786133,11140.40625,2,2,77.076778,83.741,3808.677785,137.895734,255,3367217355,410613285,255,0.161719,0.088257,0.073462,83,138,1,130,3,1,1,1,1,3,0,0,1,2,3,0,0
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,1
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,6,6,6,6,0,0,0,10,10,0,1
0.642774,111,0,1,10,6,588,268,23.336352,254,252,6596.408691,2787.91626,2,1,71.306889,114.726797,3508.692791,171.233719,255,1203408422,3282578233,255,0.203504,0.069137,0.134367,59,45,0,0,5,1,1,1,1,3,0,0,0,2,3,0,0
8e-06,117,0,2,2,0,1064,0,125000.0003,254,0,532000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,35,2,3,3,1,35,0,0,0,3,35,0,0
8e-06,108,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,1
0.820604,111,5,1,60,14,68197,612,88.958862,254,252,653772.0625,5547.133301,27,1,13.716068,58.963383,1386.884962,81.488016,255,3127754613,748583154,255,0.113419,0.054046,0.059373,1137,44,1,0,2,1,48,1,1,2,0,0,1,1,2,0,0
0.177449,111,5,1,10,6,1214,268,84.531329,254,252,49276.12891,10098.67578,2,1,19.203667,34.071199,1020.236764,62.002961,255,366102997,2277661750,255,0.05198,0.007076,0.044904,121,45,1,0,5,1,1,1,1,1,0,0,1,1,2,0,1
3e-06,118,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,3,3,3,10,0,0,0,9,9,0,1
9e-06,117,0,2,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,1,1,2,0,0,0,2,4,0,0
15.392671,111,5,1,320,746,17122,1087890,69.188773,31,29,8871.235352,564649.0,2,370,48.251875,20.660547,5022.552057,3214.487281,255,2672602119,528987478,255,0.000686,0.00056,0.000126,54,1458,1,524288,3,0,2,1,1,1,0,0,1,3,1,0,0
0.483819,111,5,1,10,8,826,2772,35.137106,62,252,12302.12109,40114.17578,2,2,53.757667,56.036285,2700.294058,76.414961,255,3484045157,2431418184,255,0.106274,0.057758,0.048516,83,347,1,969,1,1,4,1,1,1,0,0,1,2,2,0,1
0.00995,111,0,1,36,38,2334,16290,7336.683519,31,29,1825125.625,12753367.0,7,12,0.274971,0.252784,16.635459,16.095452,255,2921790813,2922103819,255,0.000721,0.000586,0.000135,65,429,0,0,14,0,2,1,1,1,0,0,0,11,7,0,0
0.284713,111,5,1,10,6,1114,268,52.684633,254,252,28182.76563,6294.057617,2,1,30.224333,46.569,1608.935738,72.459953,255,1033815223,3462841383,255,0.105994,0.051864,0.05413,111,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
0.01841,111,0,1,16,18,1540,1644,1792.504163,31,29,627485.0625,674850.6875,4,4,1.2046,1.056235,73.36642,2.063998,255,3196330575,1056940470,255,0.000574,0.000451,0.000123,96,91,0,0,12,0,6,5,1,5,0,0,0,6,15,0,0
0.777722,111,0,1,122,126,7818,15172,317.594204,31,29,79761.14844,154831.6719,30,32,6.421314,6.217312,428.526416,425.528182,255,3793414770,3798694873,255,0.000686,0.000553,0.000133,64,120,0,0,5,0,3,1,1,1,0,0,0,1,12,0,0
8e-06,110,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,15,2,7,6,6,7,0,0,0,9,12,0,1
0.781731,111,9,1,42,22,33701,1766,80.590381,62,252,336678.4688,17254.01758,18,8,19.06661,36.232332,1307.406809,43.28218,255,2292765284,1867872076,255,0.056784,0.006326,0.050458,802,80,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
9e-06,47,0,2,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,1
4e-06,111,0,3,2,0,90,0,250000.0006,254,0,90000000.0,0.0,1,0,0.004,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,7,6,2,1,1,5,0,0,0,5,5,0,0
1e-06,117,0,2,2,0,184,0,1000000.003,254,0,736000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,92,0,0,0,5,2,5,5,1,5,0,0,0,39,5,0,0
0.624861,111,3,1,12,12,696,682,36.808186,254,252,8168.216797,8014.58252,3,4,56.805546,48.932184,2840.810217,58.01,255,2851791276,2559679891,255,0.122315,0.085826,0.036489,58,57,0,0,2,1,1,1,1,2,0,0,0,2,2,0,0
9e-06,117,0,2,2,0,2812,0,111111.1072,254,0,1249777792.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1406,0,0,0,9,2,1,1,1,1,0,0,0,3,1,0,1
9e-06,118,0,2,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0,1
1.1e-05,51,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,23,2,4,4,4,4,0,0,0,6,18,0,1
0.972383,111,0,1,10,8,756,354,17.482823,254,252,5602.730469,2550.435303,2,1,106.536222,133.569141,6395.005088,232.500156,255,2739431106,3410283032,255,0.105028,0.03739,0.067638,76,44,0,0,3,1,1,1,1,1,0,0,0,3,1,0,0
1.610737,111,0,1,58,14,67943,612,44.079202,254,252,331634.5313,2826.035645,26,1,28.256878,115.104539,2756.758568,174.836828,255,3471466939,650083896,255,0.232908,0.114369,0.118539,1171,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
1.237434,111,3,1,14,12,738,682,20.203097,254,252,4434.983887,4047.084473,4,4,89.879156,107.135906,5090.403704,135.154188,255,770888401,1750371357,255,0.116695,0.058933,0.057762,53,57,0,0,3,1,1,1,1,3,1,1,0,1,3,0,0
0.610813,111,0,1,10,6,534,268,24.557433,254,252,6299.800293,2933.794678,2,1,67.770444,107.179797,3366.321605,177.656297,255,3887081445,736572482,255,0.151022,0.074911,0.076111,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
0.778042,111,5,1,10,10,850,1186,24.420275,62,252,7865.898926,10981.41211,2,2,86.449111,75.396664,5258.39343,139.188344,255,2572301054,624451897,255,0.18343,0.098696,0.084734,85,119,1,129,4,1,1,1,1,4,0,0,1,1,4,0,0
1.058352,111,0,1,12,10,1002,822,19.84217,254,252,6946.649414,5593.602051,3,2,96.126997,109.430109,5016.42409,180.555172,255,105611207,4169710126,255,0.162031,0.073472,0.088559,84,82,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
5e-06,118,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,1
8e-06,70,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,1
1.4e-05,70,0,2,1,0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,1
0.204764,111,0,1,16,18,1540,1644,161.161147,31,29,56416.16797,60674.73047,4,4,13.628866,12.013941,845.974038,25.141912,255,4072124646,4082666529,255,0.000684,0.000525,0.000159,96,91,0,0,11,0,6,6,1,6,0,0,0,9,8,0,0
7.224219,77,0,3,22,0,2376,0,2.906889,254,0,2511.551758,0.0,0,0,370.975969,0.0,394.102156,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,6,1,1,1,1,0,0,0,2,1,0,1
3.3e-05,117,2,2,1,0,112,0,0.0,255,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,112,0,0,0,2,0,9,3,3,3,0,0,0,3,27,0,1
1e-06,121,0,2,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,7,0,0,0,2,6,0,1
3e-06,118,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0,1
0.240818,111,4,1,8,18,364,16744,103.812841,254,252,10597.21484,525342.8125,1,7,34.40257,13.321412,2304.959332,1320.013626,255,2758146903,2901687447,255,0.024292,0.013741,0.010551,46,930,0,0,1,1,2,1,1,2,0,0,0,2,1,0,1
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,1
3e-06,84,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,1
0.00633,111,0,1,22,16,1470,1832,5845.181886,31,29,1774407.625,2171248.0,5,4,0.301429,0.3746,17.057203,0.544931,255,2984373092,835065676,255,0.000678,0.000536,0.000142,67,115,0,0,2,0,1,1,1,1,0,0,0,2,9,0,0
3e-06,118,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,4,4,4,9,0,0,0,13,9,0,1
1.535254,111,5,1,10,10,826,1266,12.375802,62,252,3876.882812,5940.385254,2,2,170.481889,159.070562,11933.0656,244.118016,255,708428911,3141441573,255,0.180318,0.103612,0.076706,83,127,1,187,2,1,1,1,1,2,0,0,1,1,3,0,0
0.742985,111,0,1,10,8,534,354,22.880677,254,252,5179.108398,3337.886963,2,1,76.946778,100.34657,4188.725406,204.079172,255,49889111,2929735345,255,0.132367,0.040555,0.091812,53,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,0
8e-06,86,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,11,4,0,1
5e-06,118,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,1,1,5,0,0,0,1,5,0,1
3e-06,118,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,1
0.0,6,0,2,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.748,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0
0.417883,111,0,1,10,6,552,268,35.895214,254,252,9514.625,4288.281738,2,1,41.880667,76.223398,2320.128002,122.907984,255,923196586,1957463988,255,0.06935,0.036762,0.032588,55,45,0,0,3,1,2,2,1,3,0,0,0,2,3,0,0
3e-06,67,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,1
0.84605,111,0,1,32,14,26748,728,53.188344,254,252,245025.7031,6392.057129,13,3,26.668355,62.36623,2370.866408,102.829508,255,1421992095,759635095,255,0.128342,0.035281,0.093061,836,52,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,2,2,5,0,0,0,11,5,0,1
8.281957,111,11,1,228,234,24240,29348,55.663175,31,29,23312.36523,28228.11133,54,67,36.484394,35.541587,2301.8356,2272.946656,255,654172962,2804064998,255,0.000801,0.000628,0.000173,106,125,0,0,1,0,2,1,1,1,0,0,0,1,1,0,0
8e-06,32,0,2,2,0,156,0,125000.0003,254,0,78000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,2,1,1,1,4,0,0,0,3,1,0,1
0.30303,111,0,0,6,2,1012,86,23.100022,62,252,22281.62109,1135.20105,2,1,60.606,0.003,3616.719389,0.0,255,1744420714,3461515195,255,0.250282,0.173308,0.076974,169,43,0,0,6,3,3,3,1,4,0,0,0,4,4,0,0
0.005184,111,0,1,24,20,2158,1918,8294.753259,31,29,3192901.25,2813271.75,6,5,0.225391,0.234211,13.432755,14.094321,255,3221171607,3217294149,255,0.000736,0.000594,0.000142,90,96,0,0,6,0,2,1,1,1,0,0,0,1,4,0,0
1.212884,111,0,1,10,8,1534,354,14.01618,254,252,9108.868164,2044.713379,2,1,130.892333,155.867578,8037.256436,227.927156,255,4072654979,2724533878,255,0.202287,0.12181,0.080477,153,44,0,0,5,1,2,2,1,2,0,0,0,3,2,0,0
3e-06,22,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,6,5,0,1
0.483822,111,0,1,10,6,1526,268,31.003138,254,252,22719.09961,3703.841553,2,1,53.660667,83.605,2604.306343,114.698797,255,2774716685,3243232168,255,0.130242,0.065788,0.064454,153,45,0,0,6,1,1,1,1,3,0,0,0,1,3,0,0
0.772191,111,0,1,16,12,900,642,34.965443,254,252,8743.951172,6102.117188,5,3,50.621802,65.357727,3243.204769,103.783,255,62841415,697789352,255,0.116936,0.053248,0.063688,56,54,0,0,7,1,1,1,1,6,0,0,0,1,6,0,0
0.0,6,0,2,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.76,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0
3e-06,69,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,2,2,6,0,0,0,2,6,0,1
0.001832,117,0,0,4,4,528,304,3820.960741,31,29,1729257.625,995633.1875,0,0,0.465,0.238667,0.649832,0.329753,0,0,0,0,0.0,0.0,0.0,132,76,0,0,5,0,6,1,1,3,0,0,0,3,10,0,0
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,2,2,7,0,0,0,2,7,0,1
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,2,2,2,8,0,0,0,7,8,0,1
0.23527,111,0,1,10,8,762,960,72.257408,62,252,23326.39063,28562.92773,2,2,26.141111,31.878572,1425.28813,56.805418,255,3539841678,1315536314,255,0.051736,0.006367,0.045369,76,120,0,0,3,1,1,1,1,1,0,0,0,1,1,0,1
0.66954,111,0,1,10,6,1506,268,22.403442,254,252,16202.16895,2676.4646,2,1,66.558222,121.375,3684.372469,181.438531,255,1050875241,1662611715,255,0.189901,0.062656,0.127245,151,45,0,0,3,1,1,1,1,2,0,0,0,3,2,0,0
1.334839,111,0,1,122,126,7808,15182,185.041044,31,29,46411.58984,90270.0625,30,32,11.028818,10.674488,730.372405,722.383488,255,523457413,559300514,255,0.000686,0.000524,0.000162,64,120,0,0,8,0,1,1,1,1,0,0,0,2,5,0,0
0.520892,111,0,0,6,2,978,86,13.438486,62,252,12516.98926,660.405579,2,1,104.1784,0.001,7130.128906,0.0,255,15909678,2901283912,255,0.503945,0.073989,0.429956,163,43,0,0,7,3,5,5,1,7,0,0,0,5,7,0,0
4e-06,65,0,2,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,4,6,0,1
3e-06,39,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,1,1,1,7,0,0,0,1,7,0,1
5e-06,118,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,1
58.422138,77,0,3,56,0,15232,0,0.941424,254,0,2048.538574,0.0,0,0,1082.539125,0.0,1248.91725,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,6,6,1,1,2,0,0,0,3,1,0,1
0.006645,111,0,1,24,20,2158,1918,6471.030778,31,29,2490895.5,2194732.75,6,5,0.288913,0.310895,16.678545,21.766678,255,2504330916,2504633210,255,0.000722,0.000577,0.000145,90,96,0,0,5,0,1,1,1,1,0,0,0,1,10,0,0
0.021493,111,0,1,16,18,1540,1644,1535.383548,31,29,537477.3125,578048.625,4,4,1.411667,1.236882,83.840736,2.247527,255,2536540642,2538107512,255,0.000583,0.00046,0.000123,96,91,0,0,8,0,8,7,1,8,0,0,0,9,9,0,0
0.035095,117,0,0,4,4,528,304,199.458619,31,29,90269.27344,51973.21875,0,0,6.667667,7.662,9.426676,10.822977,0,0,0,0,0.0,0.0,0.0,132,76,0,0,6,0,5,1,1,3,0,0,0,6,5,0,0
9e-06,117,0,2,2,0,1064,0,111111.1072,254,0,472888864.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,36,2,12,12,1,35,0,0,0,12,35,0,0
0.004378,111,0,1,22,14,1470,1728,7994.518394,31,29,2565555.25,2932846.25,5,4,0.208476,0.283692,12.775225,0.384636,255,4168264564,2018962730,255,0.000678,0.000549,0.000129,67,123,0,0,11,0,1,1,1,1,0,0,0,5,6,0,0
1.058891,111,5,1,14,18,1684,10168,29.275911,31,29,11816.13574,72558.92969,3,5,81.425002,62.260941,9066.218501,7938.391484,255,1097809570,3249728090,255,0.000587,0.000451,0.000136,120,565,1,3924,2,0,2,1,1,1,0,0,1,1,1,0,0
0.009853,111,0,1,36,38,2334,16290,7408.911126,31,29,1843093.5,12878920.0,7,12,0.272457,0.246919,17.237671,15.838906,255,874922803,3020696103,255,0.000859,0.000707,0.000152,65,429,0,0,3,0,5,1,1,2,0,0,0,2,14,0,0
0.0,6,0,2,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.548,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0
0.439413,111,0,1,10,6,534,268,34.136449,254,252,8757.136719,4078.167725,2,1,46.047333,70.297203,2454.351675,98.500086,255,3842278039,945821175,255,0.151475,0.087925,0.06355,53,45,0,0,5,1,1,1,1,5,0,0,0,1,7,0,0
0.001011,117,2,0,2,2,132,164,2967.359007,31,29,522255.1875,648862.5,0,0,0.005,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,0,5,1,1,1,0,0,0,10,3,0,0
0.06157,111,9,1,52,42,37232,3380,1510.475883,31,29,4744648.5,428780.25,18,8,1.200157,1.485073,83.760869,3.837165,255,3491763775,3492941059,255,0.0008,0.000674,0.000126,716,80,0,0,1,0,4,1,1,2,0,0,0,12,1,0,0
0.064274,111,0,1,84,86,4862,77276,2629.368094,31,29,598064.5625,9506550.0,7,36,0.769771,0.749776,47.931638,47.313305,255,1066431211,3244512530,255,0.000671,0.00054,0.000131,58,899,0,0,8,0,1,1,1,1,0,0,0,3,4,0,0
0.489758,77,0,2,20,0,1040,0,38.794669,254,0,16138.58203,0.0,0,0,25.776736,0.0,29.430768,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
0.95937,111,5,1,10,8,840,1070,17.719962,62,252,6304.137207,7813.460938,2,2,106.596667,123.05557,5917.665397,228.834781,255,3430190515,1887867,255,0.134835,0.096929,0.037906,84,134,1,132,4,1,3,3,3,4,0,0,9,3,4,0,0
1.4e-05,95,0,2,2,0,104,0,71428.57045,254,0,29714286.0,0.0,0,0,0.014,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
5e-06,3,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,1,1,6,0,0,0,1,6,0,1
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,6,0,0,0,2,5,0,1
3e-06,118,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0,1
0.64203,111,5,1,10,8,822,1266,26.478513,62,252,9220.75293,13806.20801,2,2,71.336667,80.58443,3912.77417,135.022469,255,876297951,2128953847,255,0.103698,0.047882,0.055816,82,158,1,231,3,1,1,1,1,3,0,0,1,2,3,0,0
0.42362,111,5,1,10,8,794,1066,40.130307,62,252,13502.66797,17619.56445,2,2,46.960889,54.096715,2484.702131,66.764852,255,4270504271,3892956447,255,0.073826,0.044934,0.028892,79,133,1,131,4,1,19,2,1,4,0,0,1,2,4,0,0
0.059055,117,0,0,4,4,2304,2304,118.533569,62,252,234086.8594,234086.8594,0,0,14.687333,11.104333,20.761127,15.694706,0,0,0,0,0.0,0.0,0.0,576,576,0,0,2,3,2,2,2,2,0,0,0,2,1,0,1
9e-06,96,0,2,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,1,1,1,7,0,0,0,1,7,0,1
0.040533,111,9,1,52,42,37268,3380,2294.426835,31,29,7214270.0,651321.1875,18,8,0.786667,0.976902,45.763974,2.149283,255,2778728609,2779699863,255,0.000612,0.000476,0.000136,717,80,0,0,1,0,2,1,1,1,0,0,0,4,1,0,0
3e-06,128,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,5,6,0,1
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,1
0.713129,111,5,1,12,18,904,17506,40.665855,62,252,9299.860352,185481.1719,2,7,64.829906,38.341176,3970.30834,3785.326424,255,3686622292,2903084040,255,0.108496,0.060661,0.047835,75,973,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
3e-06,87,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,12,5,0,1
0.001093,117,2,0,2,2,146,178,2744.739106,31,29,534309.1875,651418.0625,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,1,0,0,0,1,2,0,0
7.6e-05,79,0,2,8,0,480,0,4.947259,254,0,2374.684326,0.0,0,0,202.132141,0.0,480.118281,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,9,2,2,2,2,2,0,0,0,2,8,0,1
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,4,3,3,6,0,0,0,21,5,0,1
9e-06,118,0,2,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,5,4,4,8,0,0,0,13,8,0,1
0.920546,111,5,1,10,10,846,1464,20.639925,62,252,6622.156738,11454.07227,2,2,102.282889,86.363781,5990.859632,145.072031,255,1363023880,1038170291,255,0.228741,0.142591,0.08615,85,146,1,268,3,1,1,1,1,3,0,0,1,3,3,0,0
1.081908,111,5,1,12,18,1580,10168,26.804498,31,29,10714.4043,71015.28125,3,5,98.322636,63.610471,9559.611676,7698.370244,255,1263325510,1264369697,255,0.000662,0.000526,0.000136,132,565,1,3924,2,0,5,1,1,1,0,0,1,1,2,0,0
4e-05,109,0,2,1,0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,1
